"ID","Title"
"C6009","As a user, I want to be able to create a new item by scanning the barcode of a new product so that I can add it to the Invoice"
"C6010","As a user, I want to verify that the Advanced Search dialog box is visible and clickable on the POS Sales page, so that I can efficiently filter and locate specific sales records"
"C6011","As a user, I want to verify the functionality of the Clear search button on the POS Sales page, so that I can quickly reset all applied filters and view the default POS Sales table."
"C6012","As a user, I want to verify that searching by Ref Number in the Advanced Search dialog box works correctly in the POS Sales table, so that I can easily locate specific sales records"
"C6013","As a user, I want to verify that pagination works correctly on the POS Sales page, so that I can browse all sales records page by page"
"C6014","As a user, I want to verify that the sorting icons work properly on the POS Sales table so that I can arrange the sales records in ascending or descending order by clicking on the column headers."
"C6070","As a user, I want to check   the Customers page loads successfully so that I can view and manage customer information"
"C6071","As a user, I want to verify that all buttons  are visible and clickable on the Customers page  so that I can perform customer-related actions"
"C6072","As a user, I want to click the Export CSV button on the Customers page so that customer. CSV  file will download"
"C6073","As a user, I want to click the Add button on the Customers page so that I can access the Add Customer dialog box to enter new customer details"
"C6074","As a user, I want to click the Manage Groups button on the Customers page so that I can access the Manage Customer Groups dialog box"
"C6075","As a user, I want the stock code entered in a new item line to auto-populate in the Add Item dialog box so that I can avoid re-entering it manually"
"C6076","As a user, I want the price entered in a new item line to auto-populate in the Add Item dialog box so that I can ensure consistency without retyping the value"
"C6077","As a user, I want the Unit Per Case value entered in a new item line to auto-populate in the Add Item dialog box so that I can save time and avoid manual re-entry"
"C6078","As a user, I want to click the Manage Rewards button on the Customers page so that I can access the Manage Customer Rewards dialog box."
"C6079","As a user, I want to be prevented from saving a receive entry without an item name so that data integrity is maintained in the inventory."
"C6080","As a user, I want to add a new reward in the Manage Customer Rewards dialog box so that it is saved and displayed successfully in the Table"
"C6081","As a user, I want the Reports menu to be visible and clickable on the side menu so that I can access various reports."
"C6082","As a user, I want to edit an existing reward in the Manage Customer Rewards table so that I can update reward information successfully"
"C6083","As a user, I want to delete a reward from the Manage Customer Rewards table so that it can be removed successfully"
"C6085","As a user, I want to test the Add button functionality in the Manage Customer Groups dialog so that I can access the Add Customer Group dialog"
"C6086","As a user, I want to edit an existing customer group in the Manage Customer Groups dialog so that I can update its details successfully."
"C6087","As a user, I want to edit an existing customer group in the Manage Customer Groups dialog so that I can update its details successfully."
"C6089","As a user, I want to add a new customer group  from the Add Customer Groups dialog so that it appears in the Manage customer groups"
"C6090","As a user, I want to add customers so that they appear in the """"Manage Your Customer Base"""" show list"
"C6091","As a user, I want to check validation for mandatory fields so that I am aware of which fields are required"
"C6092","As a user, I want to use the Reports dropdown so that I can select and access various report types."
"C6094","As a user, I want to use the search functionality on the Customer Portal so that I can quickly find specific customer records"
"C6095","As a user, I want to restrict the invoice from getting saved when I finalize an invoice that contains a non-existing item in inventory, so that data consistency is maintained and incomplete or invalid items are not added"
"C6096","As a user, I want the old cost to appear with a strikethrough when the new cost differs so that I can clearly distinguish updated pricing from previous values."
"C6097","As a user, I want to use the range field in the reports page so that I can filter reports based on custom date range."
"C6098","As a user, I want to click the Advanced Search option so that I can access additional search filters on the Customers page"
"C6099","As a user, I want to see all required filters under the Advanced Search section so that I can search customers with specifc filter"
"C6100","As a user, I want to use the search functionality in the reports page so that I can quickly find specific reports."
"C6101","As a user, I want to click all dropdowns on the Customers Advanced Search dialog so that I can view the data in each dropdown"
"C6103","As a user, I want to navigate through pages on the Customers page so that I can view more customer records using pagination"
"C6104","As a user, I want to select the show Entries dropdown so that the table displays data according to the selected number of entries."
"C6105","As a user, I want to edit customer details so that I can update and save changes to the customer information successfully."
"C6106","As a user, I want to delete a customer group so that it is removed from the Manage Customer Groups list."
"C6107","As a user, I want to click the History icon in the Manage Your Customer Base table so that I can view the customer's  history"
"C6108","As a user, I want to access the sale stats of a customer in the history section so that I can track their sales performance"
"C6109","As a user, I want to access the Point Detail tab in the customer history so that I can track the customer's Points."
"C6110","As a user, I want to view the transaction history of a customer so that I can verify their transaction details."
"C6111","As a user, I want to view the items history of a customer so that I can see the item information along with quantity purchased."
"C6112","As a user, I want to link a new item entry in an invoice with an existing item in the inventory so that I can reuse its cost and price details without having to enter them again manually"
"C6113","As a user, I want to switch an item in a non-finalized invoice with another existing item, so that I can avoid re-entering item information and ensure accurate inventory linkage"
"C6114","As a user, I want to view the Ledger History of a customer so that I can generate an invoice within a selected date range"
"C6115","As a user, I want the """"+"""" icon to appear in the invoice for an item that has been deleted from inventory so that I can re-add it if needed"
"C6116","As a user, I want to click the advanced search button in the reports page so that I can apply filters to refine report results."
"C6117","As a user, I want the item to be added to the invoice list only once when I press the enter key, so that duplicate entries are not created accidentally due to multiple triggers"
"C6118","As a user, I want to be prevented from adding the same item multiple times to a non-finalized invoice, so that duplicate records are not added to the invoice list"
"C6119","As a user, I want to sort the customer table columns so that I can easily organize and find customer data based on specific fields"
"C6120","As a user, I want to navigate the Tasks page  so that I can manage Tasks List"
"C6121","As a user, I want the Import CSV button to be visible and clickable so that I can click the button"
"C6122","As a user, I want the Export CSV button to be visible and clickable so that I can click the button"
"C6125","As a user, I want the Import CSV button to validate the file format during import so that I can ensure only valid CSV files are accepted."
"C6126","As a user, I want to import a valid CSV file so that I can upload task data into the application successfully"
"C6128","As a user, I want to verify that the Export CSV function exports accurate task data so that I can use the downloaded file properly"
"C6129","As a user, I want to verify that the Add Tasks button is clickable so that I can open the Add Task List dialog box."
"C6130","As a user, I want to clear search filters in the reports page so that I can reset and start a new search."
"C6131","As a user, I want to validate mandatory fields on the Add Task List dialog so that I cannot save a task without entering mandatory fields"
"C6132","As a user, I want to add task details and click the Save button so that newly  added task I can see  in the task list view"
"C6133","As a user, I want to use the refresh button in the reports page so that I can reload and view the latest report data."
"C6134","As a user, I want to use the search functionality in the Tasks list so that I can easily find specific tasks from the list."
"C6135","As a user, I want to verify that pagination works correctly on the Tasks List so that I can load  to a specific page of tasks."
"C6136","As a user, I want to verify that the edit icon  works correctly in the Tasks List  so that I can update task details as needed."
"C6137","As a user, I want to verify that the Task List History icon works correctly in the Tasks List table so that I can check my Task List History"
"C6138","As a user, I want to verify that the Delete icon works correctly in the Tasks List table so that I can delete unwanted tasks in Task List table"
"C6139","As a user, I want to verify that the sorting functionality works correctly in the Task List table so that I can organize tasks based on column headers."
"C6140","As a user, I want to verify that clicking the Refresh button reloads all Task List data so that I can view the most up-to-date information"
"C6141","As a user, I want to export reports as CSV files so that I can analyze and share them externally."
"C6142","As a user, I want the stock codes of newly linked items to merge into the existing item after linking, so that inventory reflects all associated stock references accurately"
"C6143","As a user, I want to print reports from the reports page so that I can maintain physical documentation."
"C6166","As a user, I want to verify that sorting functionality works correctly for different columns in the Receive table, so that I can organize and view invoice records more efficiently based on specific criteria"
"C6167","As a user, I want to view the receive history for any invoice by clicking the Invoice History icon so that I can see the list of changes made to that invoice over time"
"C6168","As a user, I want to ensure that the delete option is disabled for finalized invoices so that records cannot be removed once finalized"
"C6169","As a user, I want to be able to delete non-finalized invoices from the Receive page so that I can remove incorrect or unnecessary entries before finalization"
"C6170","As an Admin user, I want there to be no overlap between any UI elements so that the interface remains clean, readable, and consistent."
"C6172","As an Admin, I want to verify that when I make a transaction with multiple exclusive taxes that right amount is applied and reports correctly on the Summary report for me to keep an accurate record"
"C6173","As a user, I want the transaction details including the tax details to be accurate when multiple exclusive taxes are applied and transaction payment is made in cash so that I can ensure accurate tax calculations."
"C6174","As a user, I want the item data to remain unchanged in the inventory even after deleting a non-finalized invoice, so that no unintended modifications happen to item records"
"C6175","As a user, I want to be able to enter negative values in the Receive Bottles field when adding an invoice, so that returns or adjustments can be accurately recorded in the system"
"C6198","As a user, I want the item details modal to open after selecting a product from the suggestions so that I can edit item-specific fields before adding it to the list."
"C6200","As a user, I want the calculations on the item details modal to be correct so that inventory and pricing data remain accurate during the receive process."
"C6201","As a user, I want the Total Cost to update automatically when I change the Unit Per Case value in the item details modal so that I can ensure accurate cost calculation based on quantity."
"C6202","As a user, I want the Total Cost to update automatically when I change the Received Bottles value in the item details modal so that cost calculations remain consistent with updated quantities."
"C6203","As a user, I want the Total Cost to update automatically when I change the Received Case value in the item details modal so that the cost reflects accurate inventory quantities."
"C6204","As a user, I want the Total Cost to update automatically when I change the Cost per Bottle value in the item details modal so that the total reflects the correct cost of received items."
"C6205","As a user, I want the Margin to update automatically when I change the Cost per Bottle value in the item details modal so that I can ensure pricing accuracy and profitability."
"C6206","As a user, I want the Margin to update automatically when I change the Price in the item details modal so that I can accurately assess profit margins based on updated pricing."
"C6207","As a user, I want the Price and Markup fields to update automatically when I modify the Margin value in the item details modal so that selling price and profitability remain aligned."
"C6208","As a user, I want the Price and Margin fields to update automatically when I modify the Markup value in the item details modal so that I can control profitability based on markup percentage."
"C6209","As a user, I want the Received Bottles and Total Cost fields to update automatically when I change the Unit Per Case value in the Receive Items modal so that inventory and cost are accurately calculated."
"C6210","As a user, I want the Total Cost field to remain unchanged when I modify the Received Case value in the Receive Items modal so that cost calculations remain stable unless explicitly updated."
"C6211","As a user, I want the Total Cost field to remain unchanged when I modify the Received Bottles value in the Receive Items modal so that unintended cost recalculations are prevented."
"C6212","As a user, I want the Total Cost field to remain unchanged when I modify the Unit Per Case so that cost data remains accurate unless directly recalculated."
"C6213","As a user, I want the Margin field to update automatically when I change the Price value in the item detail popup so that I can instantly view profit adjustments on the Receive Items modal."
"C6214","As a user, I want the Margin and Cost per Bottle fields to update automatically when I change the Total Cost field in the Receive Items modal so that I can ensure accurate pricing and profit details."
"C6215","As a user, I want to use the undo functionality in the Receive Items table so that I can revert changes made to item data fields."
"C6216","As a user, I want the search functionality by Vendor Item No to work correctly, so that I can quickly find and add items during invoice receiving."
"C6217","As a user, I want to navigate the auto suggestion dropdown of the Product field using Up and Down arrow keys, so that I can select products using only the keyboard."
"C6218","As a user, I want to navigate the auto suggestion dropdown of the Vendor Item No field using Up and Down arrow keys, so that I can select items using only the keyboard."
"C6219","As a user, I want to navigate between input fields across multiple items on the Item Details modal using arrow keys (Up, Down, Left, Right), so that I can efficiently enter data without using the mouse."
"C6220","As a user, I want the product field's auto suggestion list to remain open after adding an item, so that I can quickly add multiple items without retyping."
"C6221","As a user, I want the invoice to be saved with the latest changes based on the last browser/tab where """"Save for Later"""" is clicked, so that only the final intended data is stored."
"C6222","As a user, I want the label printing functionality to work correctly on the Receive modal, so that I can generate and print labels for received items."
"C6223","As a user, I want the transaction details including the tax details to be accurate when multiple exclusive taxes are applied and payment is made by card so that so that I can ensure  accurate tax calculations."
"C6224","As a user, I want the fields on the Item Details modal to be editable, so that I can update item information when needed"
"C6225","As a user, I want the transaction details including the tax details to be accurate when No tax is applied and payment is made in cash  so that I can ensure  accurate tax calculations."
"C6226","As a user, I want the transaction details including the tax details to be accurate when No tax is applied and payment is made by card  so that I can ensure  accurate tax calculations."
"C6227","As a user, I want the transaction details including the tax details to be accurate when multiple inclusive taxes are applied and payment is made in cash  so that I can ensure  accurate tax calculations."
"C6239","As a user, I want the invoice to be saved with the latest changes based on the last browser/tab where """"Save for Later"""" is clicked, so that only the final intended data is stored."
"C6240","As a user, I want to prevent saving an invoice from multiple browsers after finalization in one, so that conflicting changes are avoided"
"C6241","As a user, I want the transaction details including the tax details to be accurate when multiple inclusive taxes are applied and payment is made by card so that I can ensure  accurate tax calculations."
"C6242","As a user, I want the transaction details including the tax details to be accurate when a single inclusive tax is applied and payment is made in cash  so that I can ensure  accurate tax calculations."
"C6243","As a user, I want the transaction details including the tax details to be accurate when a single inclusive tax is applied and payment is made by card  so that I can ensure  accurate tax calculations."
"C6244","As a user, I want the transaction details including the tax details to be accurate when a single exclusive tax is applied and payment is made in cash  so that I can ensure  accurate tax calculations."
"C6245","As a user, I want the transaction details including the tax details to be accurate when a single exclusive tax is applied and payment is made by card  so that I can ensure  accurate tax calculations."
"C6466","As a cashier, I want to log in to the POS system so that I can verify its functionality"
"C6467","As a cashier, I want to access the Admin panel from the POS using a mobile browser, so that I can manage operations on the go"
"C6468","As a cashier, I want to perform a transaction so that I can complete a sale using cash payment."
"C6469","As a cashier, I want the sales report to be accessible on a mobile browser so that I can track sales made through the mobile POS."
"C6470","As a cashier, I want to refund a cash transaction so that I can return the payment to the customer for a returned purchase."
"C6471","As a cashier, I want to void a transaction so that I can manage sales in the POS"
"C6472","As a Cashier, I want to suspend a sale in the POS so that I can clear the sale from the register without losing the order"
"C6473","As a Cashier, I want to recall the items from an order status so that I can complete the sale transaction"
"C7091","As a User, I want to verify if I make a Lotto Sale it will reflect correctly in the Day Report so that I can have accurate sale information"
"C7092","As a User, I want to verify if I make a Lotto Sale it will reflect correctly in the Summary Report so that I can have accurate sale information"
"C7094","As a User, I want to verify if I make an Online Lottery sale it will reflect correctly in the Day Report so that I can have accurate sale information"
"C7095","As a User, I want to verify if I make an Online Lottery it will reflect correctly in the Summary Report so that I can have accurate sale information"
"C7096","As a User, I want to verify if I make a Lotto Payout it will reflect correctly in the Day Report so that I can have accurate sale information"
"C7097","As a User, I want to verify if I make a Lotto Payout it will reflect correctly in the Summary Report so that I can have accurate sale information"
"C7098","As a User, I want to verify if I make a Online Payout it will reflect correctly in the Day Report so that I can have accurate sale information"
"C7099","As a User, I want to verify if I make a Online Payout it will reflect correctly in the Day Report so that I can have accurate sale information"
"C7100","As a User, I want to verify if I make an Online Payout it will reflect correctly in the Summary Report so I can have accurate sale information"
"C7102","As a User, I want to verify that the % collected from NCA does not reflect in my Summary report so I an ensure accurate sale information"
"C8101","As an admin, I want to filter the Pie Graph in the Sale Stats section using the Rank dropdown so that I can analyze sales distribution by payment type, device, location, category, vendor, or rank."
"C8102","As a user, I want to click the Create Order button so that I can create new orders"
"C8103","As a user, I want to check that the full supplier list appears in the dropdown so that I can select any supplier"
"C8104","As a user, I want to search and select by product name so that the related item detail appears in a  dialog box"
"C8105","As a user, I want to add a value to the Reorder Case box so that I can save the updated reorder case successfully"
"C8106","As a user, I want to remove an item from the order so that I can update my order accurately."
"C8107","As a user, I want  to add the same item again to the order so that a duplicate new line item is not created"
"C8108","As a user, I want to save the order item so that a new order is created successfully"
"C8109","As a user, I want to cancel the  order item so that I can stop creating a new order."
"C8110","As a user, I want to create and update an order so that I can manage item orders effectively."
"C8111","As a user, I want to delete an order from the Manage Your Orders table so that I can remove unwanted orders"
"C8112","As a user, I want to view the pagination control  on the Manage Your Orders page so that I can easily navigate and view the required orders"
"C8113","As a user, I want to select the number of entries from the dropdown so that I can view the order entries accordingly in the pagination"
"C8114","As a user, I want to be able to click on the sort icons in the table header so that I can sort the data in each column in either ascending or descending order"
"C8115","As a user, I want to click the Refresh button so that the page reloads successfully."
"C8116","As a user, I want to click the History icon in the Manage Your Orders table so that I can instantly view the list of items in the selected order"
"C8117","As a user, I want to click the Export to Receive  icon in the Manage Your Orders table, so that the selected order will be triggered to the Receive Orders section."
"C8118","As a user, I want to click the Generate Order button after selecting a supplier so that the relevant items are automatically added to the Order Items list"
"C8119","As a user, I want to click the Advanced Search button so that the item details screen pops up with all item detail fields"
"C8120","As a user, I want to search for an item from the Advanced Search dialog  screen so that I can locate it using any available field"
"C8121","As a user, I want to search for a product using the Vendor Item Number and press Enter so that matching items are displayed below the field"
"C8122","As a user, I want to click the Column Visibility option so that I can enable or disable columns from the table"
"C8123","As a user, I want to click the """"Export as File"""" button so that I can export the data in PDF or CSV file format"
"C8124","As a user, I want to click the """"Add Item"""" button in the Order Items page so that I can add reorder case for a new product"
"C8125","As a user, I want to click the Save button without adding items so that the system prevents creating an empty order in the Order Items page"
"C8126","As a user, I want to use the Bottle/Case toggle button so that the quantity on hand switches and displays accordingly"
"C8127","As a user, I want to click the """" Item History """" icon  in the Line Item so that I can see the Stock History dialog title"
"C8128","As a user, I want to navigate through the additional tabs in the Stock History dialog so that I can view all relevant item-related information"
"C8129","As a user, I want to edit the reorder case value for a line item on the Order Items page so that the dependent reorder bottles and total amount are updated accordingly"
"C8130","As a user, I want to search in the search bar using the supplier name so that I can view relevant results"
"C8131","As a user, I want to search in the search bar using the Invoice Number so that I can view relevant results"
"C8132","As a user, I want to view received items grouped by supplier so that I can monitor supplies received from each supplier."
"C8133","As an Admin user, I want clicking the Home link on the Realtime page to navigate to the Dashboard so that I can return to it quickly."
"C8134","As an Admin user, I want clicking the Refresh button on the Realtime page to reload the data so that I can see the most up-to-date information."
"C8135","As an admin, I want to open the Transaction Details modal by clicking the Edit button on the Admin page so that I can view and manage transaction information."
"C8136","As an Admin user, I want the Latest Transactions section to display the correct column headers so that I can clearly understand each transaction's details."
"C8137","As an Admin user, I want the columns in the Latest Transactions section to display accurate information so that I can correctly understand transaction details at a glance."
"C8138","As an admin user, I want the Sales Stats bar graph to be displayed on page load so that I can immediately view sales performance trends."
"C8139","As an Admin user, I want the "Today's Takings" section to display Sales, Refunds, Voids, Revenue, Cost, and Profit so that I can monitor daily financial performance at a glance."
"C8140","As an Admin user, I want Sales, Refunds, Voids, and Revenue in the Today's Takings section to be non-clickable when their values are 0 so that I'm not redirected to empty views unnecessarily."
"C8141","As an Admin user, I want Sales, Refunds, Voids, and Revenue in the Today's Takings section to be clickable when their values are greater than 0."
"C8142","As an Admin user, I want the """"All"""" filter in the Online Devices & Messaging section to show all available devices regardless of their type or status."
"C8143","As an Admin user, I want online devices to be displayed in the filter dropdown of the Online Devices & Messaging section so that I can view and interact with currently active devices."
"C8144","As an Admin user, I want the text field in the Online Devices & Messaging section to allow input so that I can enter search or message content."
"C8145","As an admin user, I want the send button in the Online Devices & Messaging section to send messages to selected online devices after typing in the message field."
"C8146","As an Admin user, I want the Reset Terminal button in the Online Devices & Messaging section to reset selected terminals when needed."
"C8147","As an admin user, I want the close icon on the Sales Detail popup in the Today's Takings section to dismiss the popup when needed."
"C8148","As an Admin user, I want the search field on the Sales Detail popup in the Today's Takings section to filter sales transactions based on input."
"C8149","As a user, I want the number of entries dropdown filter on the Sales Detail popup in the Today's Takings section to control how many records are displayed at once."
"C8150","As a user, I want to Enable Loyalty Points from Admin Settings"
"C8151","As an admin, I want to enable an item as Points Required so the item is only sold to customers who have enough loyalty points"
"C8152","As a cashier, I want to verify that the points-required item is not able to sell unless a customer with enough points is added"
"C8155","As an Admin user, I want the sorting functionality on the table headers in the Sales Detail popup of the Today's Takings section to sort transaction records by column values."
"C8156","As an Admin user, I want the Details button for each transaction on the Sales Detail popup in the Today's Takings section to show more information about individual sales."
"C8157","As an Admin user, I want the Previous button on the pagination of the Sales Detail popup in the Today's Takings section to navigate to earlier pages of transactions."
"C8158","As an admin user, I want the Next button on the pagination of the Sales Detail popup in the Today's Takings section to navigate to the next set of transaction records."
"C8159","As an admin user, I want the Close button functionality on the Sales Detail popup in the Today's Takings section to exit the popup and return to the main view."
"C8160","As an Admin user, I want the Details button functionality on the Sales Detail popup in the Today's Takings section to refresh the transaction popup with updated details when clicked."
"C8161","As an admin user, I want the search functionality on the Refunds Detail popup in the Today's Takings section to filter refund transactions based on specific keywords."
"C8162","As an Admin user, I want the sorting functionality on the table headers in the Refund Detail popup of the Today's Takings section to sort transaction records by column values."
"C8163","As an admin user, I want the number of entries dropdown filter on the Refund Detail popup in the Today's Takings section to control how many records are displayed at once."
"C8164","As an Admin user, I want the Previous button on the pagination of the Refund Detail popup in the Today's Takings section to navigate to earlier pages of transactions."
"C8165","As an admin user, I want the Next button on the pagination of the Refund Detail popup in the Today's Takings section to navigate to the next set of transaction records."
"C8166","As an admin user, I want the Close button functionality on the Refund Detail popup in the Today's Takings section to exit the popup and return to the main view."
"C8167","As an Admin user, I want the Details button functionality on the refund Detail popup in the Today's Takings section to refresh the transaction popup with updated details when clicked."
"C8168","As an admin user, I want the search functionality on the voids Detail popup in the Today's Takings section to filter refund transactions based on specific keywords."
"C8169","As an Admin user, I want the sorting functionality on the table headers in the voids Detail popup of the Today's Takings section to sort transaction records by column values."
"C8170","As an admin user, I want the number of entries dropdown filter on the voids Detail popup in the Today's Takings section to control how many records are displayed at once."
"C8171","As an Admin user, I want the Previous button on the pagination of the voids Detail popup in the Today's Takings section to navigate to earlier pages of transactions."
"C8173","As an admin user, I want the Next button on the pagination of the voids Detail popup in the Today's Takings section to navigate to the next set of transaction records."
"C8174","As an admin user, I want the Close button functionality on the voids Detail popup in the Today's Takings section to exit the popup and return to the main view."
"C8175","As an admin user, I want the close icon on the revenue Detail popup in the Today's Takings section to dismiss the popup when needed."
"C8176","As an Admin user, I want the search field on the revenue Detail popup in the Today's Takings section to filter revenue transactions based on input."
"C8177","As a user, I want the number of entries dropdown filter on the revenue Detail popup in the Today's Takings section to control how many records are displayed at once."
"C8178","As an Admin user, I want the sorting functionality on the table headers in the revenue Detail popup of the Today's Takings section to sort transaction records by column values."
"C8179","As an Admin user, I want the Details button for each transaction on the revenue Detail popup in the Today's Takings section to show more information about individual revenue."
"C8180","As an Admin user, I want the Previous button on the pagination of the revenue Detail popup in the Today's Takings section to navigate to earlier pages of transactions."
"C8181","As an admin user, I want the Next button on the pagination of the revenue Detail popup in the Today's Takings section to navigate to the next set of transaction records."
"C8182","As an admin user, I want the Close button functionality on the revenue Detail popup in the Today's Takings section to exit the popup and return to the main view."
"C8183","As an Admin user, I want the Details button functionality on the revenue Detail popup in the Today's Takings section to refresh the transaction popup with updated details when clicked."
"C8184","As an admin, I want to use the Details button functionality in the revenue Detail popup so that I can refresh the transaction list with updated information."
"C8185","As an admin, I want to edit and save the Notes field in the Transaction Detail popup so that I can add or update comments related to a transaction."
"C8186","As an admin, I want all transaction tabs to be visible and the Details tab to be selected by default so that I can ensure proper navigation within the Transaction Detail popup."
"C8187","As an admin, I want to use the View button on the Details tab of the Transaction Detail popup so that I can review transaction information in a non-editable format."
"C8188","As an admin, I want to use the Delete icon on the Details tab of the Transaction Detail popup so that I can remove a transaction when necessary."
"C8189","As an admin, I want to view all items listed under the Items tab of the Transaction Detail popup so that I can review the details of purchased products in a transaction."
"C8190","As an admin, I want to view all payment records under the Payments tab of the Transaction Detail popup so that I can review the payment history and methods used in a transaction."
"C8191","As an admin user, I want the Options tab in the Transaction Detail popup to display all action options and each option to be clickable and function as expected so that I can perform necessary actions related to the transaction."
"C8192","As a user, I want to enable Gift Cards so that I can configure gift card settings"
"C8193","As a user, I want to disable Gift Cards so that gift card settings are hidden"
"C8194","As a user, I want to configure alternate labels so that receipts can display custom text in another language"
"C8195","As a user, I want to configure SMS settings so that the system can send transactional emails"
"C8196","As a user, I want to select predefined report time slots so that report generation uses the selected default range"
"C8197","As a user, I want to verify the functionality and visibility of checkboxes and fields in Other Settings so that I can configure system behavior."
"C8198","As a user, I want to configure Automation Settings so that I can dynamically add or remove input fields for automation logic"
"C8199","As a user, I want to verify visibility and functionality of Side Card, Check and Mobile checkboxes so that I can ensure these payment options can be enabled or disabled correctly"
"C8200","As a user, I want to verify the default checkbox states and delete functionality for a newly added tender type so that I can manage tender records effectively"
"C8201","As a user, I want to search within the tender type table so that I can quickly locate specific tender records"
"C8202","As a user, I want to enable the """"Allow Cashback on Card"""" checkbox so that I can control cashback permissions on card tenders."
"C8203","As a user, I want to verify that the POS Settings page is available and clickable in the side menu so that I can view and update POS configuration settings easily"
"C8204","As a user, I want to verify that all fields are available and clickable in the Receipt section, so that I can ensure all fields are working correctly"
"C8205","As a user, I want to verify that the default template  dropdown functions correctly in the Receipt section, so that I can select the required template"
"C8206","As a user, I want to verify that the Print POS Report Font Size dropdown functions correctly in the Receipt section, so that I can select the required font size"
"C8207","As a user, I want to upload and save a logo in the Receipt Printer Logo in the Receipt section, so that the logo appears on  receipt Printer"
"C8208","As a user, I want to upload and save a logo in the Browser/Email Logo in the Receipt section, so that the logo appears on  Browser /Email"
"C8209","As a user, I want to remove the logo by clicking the delete icon in the Receipt section, so that the saved logo can be deleted from the POS settings"
"C8210","As a user, I want to check the Show Tags on POS Search checkbox in POS Search section,so that I can confirm that the setting is saved correctly."
"C8211","As a user, I want to verify that all fields are available and clickable in the POS Records section, so that I can ensure all fields are working correctly"
"C8212","As a user, I want to verify that the For The Last field dropdown function in the POS Records section, so that I can generate POS sales records within the selected time interval"
"C8213","As a user, I want to verify that the Include field dropdown function in the POS Records section, so that I can generate selected POS records"
"C8214","As a user, I want to verify that all fields are available and clickable in the Sale Options section, so that I can ensure all fields are working correctly"
"C8215","As a user, I want to verify that the Allow Changing Stored Item Tax dropdown functions correctly in the Sale Options section, so that I can enable or disable tax changes for stored items as needed."
"C8216","As a user, I want to verify that the Allow Changing Stored Item Prices dropdown functions correctly in the Sale Options section, so that I can manage item prices as needed"
"C8217","As a user, I want to verify that the Do Not Sell Below Cost dropdown in the Sale Options section, so that I can ensure items are not sold below their cost price"
"C8218","As a user, I want to verify that all fields are available and clickable in the Other  Options section, so that I can ensure all fields are working correctly"
"C8219","As a user, I want to verify that the Default Discount Type dropdown function in the Other Options section, so that I can apply discounts as a percentage (%) or amount ($)"
"C8220","As a user, I want to verify that all fields are available and clickable in the Customer Screen section, so that I can ensure all fields are working correctly"
"C8221","As a user, I want to upload and save an image in the Slide Show Images for POS Screen setting of the Customer Screen section, so that the customer screen displays the uploaded image."
"C8222","As a user, I want to verify that the POS View Display Type dropdown function in the Customer Screen section, so that I can change the POS view display as needed."
"C8223","As a user, I want to click the refresh button on the account settings page so that I can reload the latest  information."
"C8224","As a user, I want to view the """"Tax Rules"""" table so that I can verify the configured tax types applied to sale items"
"C8225","As a user, I want to click the edit icon in the """"Tax Rules"""" table so that I can modify the tax rule details"
"C8226","As a user, I want to click the delete icon in the """"Tax Rules"""" table so that I can remove a tax rule"
"C8227","As a user, I want to click the sorting icon in each column of the """"Tax Rules"""" table so that I can view the data in ascending or descending order"
"C8228","As a user, I want to click the Add button in the Tax Rules table so that I can see a dialog to create a new tax rule"
"C8229","As an admin, I want to create a new tax rule so that it can be applied to applicable items in POS"
"C8230","As an admin, I want to select a default tax rule so that the item will get defaulted to the selected type from the dropdown"
"C8231","As a user, I want to view the Tax Items table so that I can verify the configured tax types applied to sale items"
"C8232","As a user, I want to click the edit icon in the Tax Items table so that I can modify the tax rule details"
"C8233","As a user, I want to click the delete icon in the """"Tax Items"""" table so that I can remove a tax rule"
"C8234","As a user, I want to click the sorting icon in each column of the """"Tax Items"""" table so that I can view the data in ascending or descending order"
"C8235","As an admin, I want to click the Add button for the Tax Items table so that I can create a record"
"C8236","As a user, I want to view the Bottle Deposit table so that I can verify the configured bottle deposits."
"C8237","As a user, I want to click the edit icon in the """"Bottle Deposit"""" table so that I can modify the tax rule details"
"C8238","As a user, I want to click the delete icon in the Bottle Deposit table so that I can remove a Bottle Deposit"
"C8239","As a user, I want to click the sorting icon in each column of the """"Bottle Deposits"""" table so that I can view the data in ascending or descending order"
"C8240","As an admin, I want to verify the search field on the Bottle Deposit table so that I can easily find specific deposit entries"
"C8241","As an admin, I want to verify the pagination on the Bottle Deposit table so that I can navigate through multiple deposit entries efficiently"
"C8242","As an admin, I want to verify the number of entries dropdown on the Bottle Deposit table so that I can control how many records are shown per page"
"C8243","As an admin, I want to click the Add button for the """"Bottle Deposit"""" table so that I can create a record"
"C8244","As a user, I want to view the Additional Fees table so that I can verify the configured additional fees."
"C8245","As a user, I want to click the edit icon in the Additional Fees table so that I can modify the fees"
"C8246","As a user, I want to click the delete icon in the Additional Fees table so that I can remove a fee."
"C8247","As a user, I want to click the sorting icon in each column of the Additional Fees table so that I can view the data in ascending or descending order"
"C8248","As an admin, I want to verify the pagination on the Additional Fees table so that I can navigate through multiple fee entries"
"C8249","As an admin, I want to verify the search field on the """"Additional Fees"""" table so that I can easily find specific deposit entries"
"C8250","As an admin, I want to verify the number of entries dropdown on the Additional Fees table so that I can control how many records are shown per page"
"C8251","As an admin, I want to click the Add button for the Additional Fees table so that I can create a record"
"C8252","As an admin, I want to interact with the Default Tax dropdown so that I can verify if it's selectable"
